,img,persons_50%
377,1866.jpg,9
378,1865.jpg,9
379,1871.jpg,8
380,1869.jpg,7
381,1870.jpg,7
382,1872.jpg,9
383,1873.jpg,8
384,1878.jpg,8
385,1876.jpg,8
386,1881.jpg,6
387,1877.jpg,8
388,1875.jpg,7
389,1879.jpg,6
390,1880.jpg,6
391,1874.jpg,7
392,1882.jpg,7
393,1888.jpg,6
394,1884.jpg,7
395,1883.jpg,7
396,1886.jpg,6
397,1885.jpg,7
398,1890.jpg,7
399,1891.jpg,8
400,1889.jpg,5
401,1887.jpg,6
402,1892.jpg,8
403,1895.jpg,5
404,1898.jpg,7
405,1900.jpg,6
406,1894.jpg,6
407,1899.jpg,7
408,1896.jpg,6
409,1897.jpg,7
410,1893.jpg,9
411,1901.jpg,6
412,1902.jpg,7
413,1904.jpg,7
414,1905.jpg,8
415,1903.jpg,7
